"inst_name,C,254",lat,lon,geoid,tractid,state,county
PINK CLOUD LLC,34.10047,-118.41571,1400000US06037261104,06037261104,CA,Los Angeles County
FLINT REHABILITATION DEVICES,33.688392,-117.858255,1400000US06059075516,06059075516,CA,Orange County
"NEUROMUSCULAR DYNAMICS, LLC",34.204228,-118.223857,1400000US06037300800,06037300800,CA,Los Angeles County
"SIEYAX, LLC",39.95248,-105.046508,1400000US08014030500,08014030500,CO,Broomfield County
OLMEDA BIOSCIENCES LLC,33.012947,-117.094115,1400000US06073017071,06073017071,CA,San Diego County
"XFIBRA, INC.",32.98287,-117.250914,1400000US06073017306,06073017306,CA,San Diego County
"ALLVIVO VASCULAR, INC.",33.654998,-117.702775,1400000US06059052408,06059052408,CA,Orange County
"ADEPTHERA, LLC",37.420137,-122.12582,1400000US06085510803,06085510803,CA,Santa Clara County
"MANZANITA PHARMACEUTICALS, INC.",37.429229,-122.24973,1400000US06081613300,06081613300,CA,San Mateo County
"SENTIENT RESEARCH, INC.",34.07494,-117.932436,1400000US06037405500,06037405500,CA,Los Angeles County
FEMTOVOX INCORPORATED,33.5464,-117.646121,1400000US06059032058,06059032058,CA,Orange County
"TOPAZ BIOSCIENCES, INC.",37.83827,-122.287044,1400000US06001425103,06001425103,CA,Alameda County
"3DT HOLDINGS, LLC",32.90509,-117.229789,1400000US06073008339,06073008339,CA,San Diego County
"KLEIN BUENDEL, INC.",39.74171,-105.155318,1400000US08059009807,08059009807,CO,Jefferson County
"GIGAMUNE, INC.",37.652366,-122.430543,1400000US06081602300,06081602300,CA,San Mateo County
"JACARANDA BIOSCIENCES, INC.",37.797991,-122.445591,1400000US06075012801,06075012801,CA,San Francisco County
"HIDO TECHNOLOGIES, INC.",38.694102,-121.102001,1400000US06017031700,06017031700,CA,El Dorado County
"SIMULATIONS PLUS, INC.",34.65511,-118.14838,1400000US06037900705,06037900705,CA,Los Angeles County
CHAPMAN UNIVERSITY,33.787684,-117.842309,1400000US06059075806,06059075806,CA,Orange County
"ENSYSCE BIOSCIENCES, INC.",29.743824,-95.46889,1400000US48201431801,48201431801,TX,Harris County
WORLD MOLECULAR IMAGING SOCIETY,33.983508,-118.387763,1400000US06037703003,06037703003,CA,Los Angeles County
AMERICAN SOCIETY FOR BONE & MINERAL RES,38.905957,-77.045788,1400000US11001010700,11001010700,DC,District of Columbia
RUNX1 FOUNDATION,34.437023,-119.632891,1400000US06083001500,06083001500,CA,Santa Barbara County
KEYSTONE SYMPOSIA,40.06,-106.4,1400000US08049000100,08049000100,CO,Grand County
NEUROVATIONS,38.325376,-122.291992,1400000US06055200602,06055200602,CA,Napa County
PROTEOGENOMICS RESEARCH INSTIT/SYS/ MED,32.90615,-117.227647,1400000US06073008339,06073008339,CA,San Diego County
TRETHERA CORPORATION,34.040676,-118.471822,1400000US06037701601,06037701601,CA,Los Angeles County
"NATIONAL FORUM FOR HEART DISEASE AND STROKE PREVENTION, INC",38.905322,-77.041313,1400000US11001010700,11001010700,DC,District of Columbia
"ASTRAZENECA PHARMACEUTICALS, LP",39.786758,-75.549829,1400000US10003011700,10003011700,DE,New Castle County
COLORADO SCHOOL OF MINES,39.75113,-105.222306,1400000US08059009901,08059009901,CO,Jefferson County
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,37.784471,-122.397182,1400000US06075061503,06075061503,CA,San Francisco County
"EYSZ, INC.",37.816305,-122.217796,1400000US06001426100,06001426100,CA,Alameda County
"SANO HEALTHCARE CONSULTANTS, LLC",33.848635,-117.587998,1400000US06065041806,06065041806,CA,Riverside County
PERCEPTION DYNAMICS INSTITUTE,33.007274,-117.259788,1400000US06073017305,06073017305,CA,San Diego County
"VITAN-BIOTECH, LLC",39.483595,-105.083796,1400000US08035014203,08035014203,CO,Douglas County
TENVOS INC.,37.285997,-121.854284,1400000US06085503127,06085503127,CA,Santa Clara County
"DARE BIOSCIENCE, INC.",32.838775,-117.253243,1400000US06073008303,06073008303,CA,San Diego County
"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",38.909422,-77.035949,1400000US11001005202,11001005202,DC,District of Columbia
CONNECTICUT CHILDREN'S MEDICAL CENTER,41.753882,-72.682221,1400000US09110500300,09110500300,CT,Capitol Planning Region
OAK CREST INSTITUTE OF SCIENCE,34.149662,-118.103359,1400000US06037462800,06037462800,CA,Los Angeles County
"MAGIC LIFESCIENCE, INC.",37.387355,-122.048386,1400000US06085509109,06085509109,CA,Santa Clara County
SOUTHERN CALIFORNIA UNIV OF HEALTH SCIS,33.921083,-117.983317,1400000US06037503702,06037503702,CA,Los Angeles County
LOYOLA MARYMOUNT UNIVERSITY,33.969677,-118.416139,1400000US06037276500,06037276500,CA,Los Angeles County
CALIFORNIA STATE UNIVERSITY SAN MARCOS,33.13799,-117.151093,1400000US06073020310,06073020310,CA,San Diego County
"ACROBAT GENOMICS, INC.",37.490135,-122.231699,1400000US06081610202,06081610202,CA,San Mateo County
TRINITY COLLEGE,41.745367,-72.690372,1400000US09110502700,09110502700,CT,Capitol Planning Region
"IMMPORT THERAPEUTICS, INC.",33.648792,-117.733962,1400000US06059052410,06059052410,CA,Orange County
MOLECULAR MEDICINE RESEARCH INSTITUTE,37.38165,-121.98739,1400000US06085508708,06085508708,CA,Santa Clara County
"SUBTLE MEDICAL, INC.",37.450922,-122.18522,1400000US06081612600,06081612600,CA,San Mateo County
AMERICAN UNIVERSITY,38.936949,-77.089471,1400000US11001000903,11001000903,DC,District of Columbia
"MYOGENE BIO, LLC",34.04404,-118.46381,1400000US06037267406,06037267406,CA,Los Angeles County
UNIVERSITY OF THE PACIFIC-STOCKTON,37.984345,-121.309964,1400000US06077003116,06077003116,CA,San Joaquin County
UNIVERSITY OF NORTHERN COLORADO,40.406318,-104.685634,1400000US08123000200,08123000200,CO,Weld County
CALIFORNIA STATE UNIVERSITY LONG BEACH,33.781104,-118.109903,1400000US06037574602,06037574602,CA,Los Angeles County
CALIFORNIA STATE UNIV SAN BERNARDINO,34.176782,-117.330185,1400000US06071004512,06071004512,CA,San Bernardino County
CALIFORNIA POLY STATE U SAN LUIS OBISPO,35.299317,-120.656618,1400000US06079010903,06079010903,CA,San Luis Obispo County
"RECOMBINANT TECHNOLOGIES, LLC",41.562986,-72.881929,1400000US09140343101,09140343101,CT,Naugatuck Valley Planning Region
"RAYDIANT OXIMETRY, INC.",38.566111,-121.458513,1400000US06067001500,06067001500,CA,Sacramento County
SOCIETY FOR NEUROSCIENCE,38.904567,-77.031637,1400000US11001010100,11001010100,DC,District of Columbia
"CORTECHS LABS, INC.",32.847994,-117.274739,1400000US06073008202,06073008202,CA,San Diego County
"MAGNETIC INSIGHT, INC.",37.509276,-121.998181,1400000US06001444602,06001444602,CA,Alameda County
"NEUROCOMP SYSTEMS, INC.",33.617051,-117.71995,1400000US06059062622,06059062622,CA,Orange County
"AFASCI, INC.",37.586207,-122.388145,1400000US06081605000,06081605000,CA,San Mateo County
"SPINEX, INC.",34.23731,-118.55834,1400000US06037113301,06037113301,CA,Los Angeles County
"ELGIA THERAPEUTICS, INC.",32.926312,-117.200624,1400000US06073008372,06073008372,CA,San Diego County
CENTER FOR INNOVATIVE PUBLIC HEALTH RESEARCH,33.430039,-117.616549,1400000US06059042107,06059042107,CA,Orange County
"ALLANDER BIOTECHNOLOGIES, INC.",39.747863,-104.840743,1400000US08001008100,08001008100,CO,Adams County
"CAMINO PHARMA, LLC",32.859823,-117.19263,1400000US06073008344,06073008344,CA,San Diego County
"BERKELEY MADONNA, INC.",37.887821,-122.266362,1400000US06001421500,06001421500,CA,Alameda County
"PICCOLO MEDICAL, INC.",37.765043,-122.394529,1400000US06075022702,06075022702,CA,San Francisco County
"AMYDIS DIAGNOSTICS, INC.",32.90049,-117.236754,1400000US06073008339,06073008339,CA,San Diego County
"BORROW MY GLASSES, LLC",41.298225,-72.619173,1400000US09170194201,09170194201,CT,South Central Connecticut Planning Region
"SPATIAL GENOMICS, INC.",34.137044,-118.09741,1400000US06037463300,06037463300,CA,Los Angeles County
POPNEURON LLC,39.76703,-104.882434,1400000US08031004110,08031004110,CO,Denver County
"RAFT PHARMACEUTICALS, LLC",32.899179,-117.196665,1400000US06073008346,06073008346,CA,San Diego County
"THERANOVA, LLC",37.765043,-122.394529,1400000US06075022702,06075022702,CA,San Francisco County
"PACIFIC OPTICA, INC.",34.441286,-119.800388,1400000US06083002913,06083002913,CA,Santa Barbara County
"MINUTIA, INC.",37.807986,-122.254894,1400000US06001403702,06001403702,CA,Alameda County
ATLASXOMICS INC.,41.323709,-72.927779,1400000US09170141800,09170141800,CT,South Central Connecticut Planning Region
"AMINO COMPANY LLC, THE",38.76518,-75.211745,1400000US10005050807,10005050807,DE,Sussex County
ALARA IMAGING INC.,41.139579,-73.364776,1400000US09190050400,09190050400,CT,Western Connecticut Planning Region
"PENSIEVISION, INC.",32.894418,-117.193011,1400000US06073008350,06073008350,CA,San Diego County
"APPLIKATE TECHNOLOGIES, INC.",41.220386,-73.330183,1400000US09190055200,09190055200,CT,Western Connecticut Planning Region
METROPOLITAN STATE UNIVERSITY OF DENVER,39.746406,-105.00767,1400000US08031980200,08031980200,CO,Denver County
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,33.867141,-118.255341,1400000US06037543321,06037543321,CA,Los Angeles County
"EKO DEVICES, INC.",37.858708,-122.290405,1400000US06001422000,06001422000,CA,Alameda County
FILTRO MEDICAL INC.,37.391757,-122.044139,1400000US06085509102,06085509102,CA,Santa Clara County
"MODULO BIO, INC.",37.353938,-122.082379,1400000US06085510001,06085510001,CA,Santa Clara County
"WHITMAN-WALKER INSTITUTE, INC.",38.9127,-77.031423,1400000US11001005001,11001005001,DC,District of Columbia
"VENTRIX, INC.",32.72174,-117.236798,1400000US06073007100,06073007100,CA,San Diego County
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",37.687106,-121.705877,1400000US06001451103,06001451103,CA,Alameda County
EXIMIUS DIAGNOSTICS CORP,34.050822,-118.429915,1400000US06037267101,06037267101,CA,Los Angeles County
"BIOPAC SYSTEMS, INC.",34.436061,-119.848233,1400000US06083002933,06083002933,CA,Santa Barbara County
"NANOMETICS, LLC",40.730918,-73.993819,1400000US36061005900,36061005900,NY,New York County
"ORIGAMI THERAPEUTICS, INC.",32.953442,-117.230733,1400000US06073008369,06073008369,CA,San Diego County
"AURITEC PHARMACEUTICALS, INC.",34.149663,-118.103145,1400000US06037462800,06037462800,CA,Los Angeles County
"CARDIAC RSK3 INHIBITORS, LLC",25.826087,-80.13054,1400000US12086003906,12086003906,FL,Miami-Dade County
VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,32.875201,-117.231672,1400000US06073008305,06073008305,CA,San Diego County
PARTILLION BIOSCIENCE CORPORATION,34.041487,-118.428125,1400000US06037267800,06037267800,CA,Los Angeles County
"VIVID VISION, INC.",42.742235,-84.401235,1400000US26065004802,26065004802,MI,Ingham County
"CROSSLIFE TECHNOLOGIES, INC.",33.102266,-117.196363,1400000US06073020043,06073020043,CA,San Diego County
"ORSOBIO, INC.",37.436284,-122.125986,1400000US06085511000,06085511000,CA,Santa Clara County
"POTENTIOMETRIC PROBES, LLC",41.829936,-72.279191,1400000US09110881300,09110881300,CT,Capitol Planning Region
"ALUME BIOSCIENCES, INC.",32.840956,-117.272734,1400000US06073008201,06073008201,CA,San Diego County
DOHENY EYE INSTITUTE,34.061864,-118.20266,1400000US06037203300,06037203300,CA,Los Angeles County
"INDIAN HEALTH COUNCIL, INC.",33.252897,-117.036867,1400000US06073019103,06073019103,CA,San Diego County
"OUI THERAPEUTICS, INC",41.327048,-72.940381,1400000US09170141500,09170141500,CT,South Central Connecticut Planning Region
SOCIETY FOR THE ADV CHICANOS/NATIVE AMER,36.972369,-122.025938,1400000US06087101002,06087101002,CA,Santa Cruz County
RIA TECHNOLOGY MANAGEMENT INC.,37.745468,-122.428085,1400000US06075021500,06075021500,CA,San Francisco County
HISPANIC ACCESS FOUNDATION,38.905411,-77.03901,1400000US11001010700,11001010700,DC,District of Columbia
"ENDOMET BIOSCIENCES, INC",34.148384,-118.12215,1400000US06037462302,06037462302,CA,Los Angeles County
AMERICAN SOCIETY FOR MICROBIOLOGY,38.907152,-77.039651,1400000US11001010700,11001010700,DC,District of Columbia
"CERESTI HEALTH, INC.",33.133013,-117.250306,1400000US06073019811,06073019811,CA,San Diego County
"BIOXYTECH RETINA, INC.",37.527185,-122.289042,1400000US06081608700,06081608700,CA,San Mateo County
231 SHEEP LLC,34.079524,-118.102152,1400000US06037481401,06037481401,CA,Los Angeles County
"FLEX ORTHOPAEDICS, INC.",34.144349,-118.712809,1400000US06037800328,06037800328,CA,Los Angeles County
ALLERDIA INC,34.04748,-118.43195,1400000US06037267202,06037267202,CA,Los Angeles County
HEARTLUNG CORPORATION,33.831471,-118.295432,1400000US06037543503,06037543503,CA,Los Angeles County
"3D BIOANALYTIX, INC.",32.902502,-117.153463,1400000US06073008351,06073008351,CA,San Diego County
"MEDFREE, INC.",37.493243,-121.926283,1400000US06001441525,06001441525,CA,Alameda County
"TAKEOFF41, INC.",37.39685,-122.1965,1400000US06081613200,06081613200,CA,San Mateo County
"IVOS MEDICAL, INC.",33.48881,-117.698271,1400000US06059042338,06059042338,CA,Orange County
AQUILLIUS CORPORATION,33.021399,-117.094325,1400000US06073017071,06073017071,CA,San Diego County
MAINSQUARE CO,37.732198,-122.440144,1400000US06075031100,06075031100,CA,San Francisco County
"DYNAMOID, INC.",47.619407,-122.317217,1400000US53033007502,53033007502,WA,King County
"ISONO HEALTH, INC.",37.779134,-122.392065,1400000US06075060701,06075060701,CA,San Francisco County
"MOLECULAR EXPRESS, INC.",33.868096,-118.216478,1400000US06037543305,06037543305,CA,Los Angeles County
"ABALONE BIO, INC.",37.85749,-122.287559,1400000US06001423300,06001423300,CA,Alameda County
ECLIPSE BIOINNOVATIONS INC,32.888093,-117.222375,1400000US06073008339,06073008339,CA,San Diego County
"SINOPIA BIOSCIENCES, INC.",32.717339,-117.168759,1400000US06073005402,06073005402,CA,San Diego County
"ILLUMINANT SURGICAL, INC.",37.438575,-122.158339,1400000US06085511609,06085511609,CA,Santa Clara County
METANOIA BIO LLC,34.064187,-118.405313,1400000US06037701000,06037701000,CA,Los Angeles County
"ALTAY THERAPEUTICS, INC.",37.632299,-122.428481,1400000US06081604102,06081604102,CA,San Mateo County
"DREAM FACE TECHNOLOGIES, LLC",39.545015,-104.887038,1400000US08035014115,08035014115,CO,Douglas County
"BINARY GENOMICS, INC.",41.290358,-72.63544,1400000US09170194201,09170194201,CT,South Central Connecticut Planning Region
MAXWELL BIOMEDICAL INC,32.904649,-117.215461,1400000US06073008346,06073008346,CA,San Diego County
"MANDALMED, INC.",37.779561,-122.39304,1400000US06075061502,06075061502,CA,San Francisco County
"WEARABLE ARTIFICIAL ORGANS, INC.",34.066902,-118.375919,1400000US06037700802,06037700802,CA,Los Angeles County
"VITAKEY, INC.",38.906448,-77.036937,1400000US11001010700,11001010700,DC,District of Columbia
"PREDICTABLY HUMAN, INC.",41.080348,-73.46711,1400000US09190030200,09190030200,CT,Western Connecticut Planning Region
"AVERY DIGITAL DATA, INC.",32.877241,-117.220953,1400000US06073008305,06073008305,CA,San Diego County
"DFUSION, INC.",37.063724,-122.000038,1400000US06087121200,06087121200,CA,Santa Cruz County
PETRI BIO LLC,34.043909,-118.449386,1400000US06037267300,06037267300,CA,Los Angeles County
KINETIC RIVER CORPORATION,37.417392,-122.096487,1400000US06085509304,06085509304,CA,Santa Clara County
"MSTM, LLC",39.766203,-75.726454,1400000US10003013506,10003013506,DE,New Castle County
"TRACE-ABILITY, INC.",34.014578,-118.465765,1400000US06037702201,06037702201,CA,Los Angeles County
"ONWARD HEALTH, INC",37.697662,-122.165039,1400000US06001433300,06001433300,CA,Alameda County
SAFEBEAT RX INC.,38.63698,-90.259091,1400000US29510119101,29510119101,MO,St. Louis city
ORTHO HAUS LLC,40.282981,-105.272712,1400000US08069001905,08069001905,CO,Larimer County
"LINKED SENIOR, INC.",38.902175,-77.032411,1400000US11001010100,11001010100,DC,District of Columbia
ABLELINK SMART LIVING TECHNOLOGIES LLC,38.987006,-104.722738,1400000US08041007501,08041007501,CO,El Paso County
"SILICON KIDNEY, LLC",37.761381,-122.461742,1400000US06075030102,06075030102,CA,San Francisco County
"EPIGEN BIOSCIENCES, INC.",32.899179,-117.196665,1400000US06073008346,06073008346,CA,San Diego County
NORD BIO INC,39.745482,-75.54823,1400000US10003002800,10003002800,DE,New Castle County
"NEUREXIS THERAPEUTICS, INC.",39.747863,-104.840743,1400000US08001008100,08001008100,CO,Adams County
"SPIKEGADGETS, LLC",37.448434,-121.893782,1400000US06085504421,06085504421,CA,Santa Clara County
"LUNA BIOSCIENCE, INC.",41.141465,-73.381904,1400000US09190050100,09190050100,CT,Western Connecticut Planning Region
"CIBOTS, INC.",33.017375,-117.11731,1400000US06073017070,06073017070,CA,San Diego County
INPRINT BIO LLC,41.725281,-72.806279,1400000US09110460202,09110460202,CT,Capitol Planning Region
MALCOVA INC,37.509276,-121.998181,1400000US06001444602,06001444602,CA,Alameda County
"ALIDA BIOSCIENCES, INC.",32.983854,-117.089056,1400000US06073017034,06073017034,CA,San Diego County
MITOPOWER LLC,37.436269,-122.125793,1400000US06085511000,06085511000,CA,Santa Clara County
"GREENSTONE BIOSCIENCES, INC.",37.40647,-122.151976,1400000US06085511705,06085511705,CA,Santa Clara County
"AVANTGEN, INC.",32.903232,-117.188988,1400000US06073008346,06073008346,CA,San Diego County
"CBEZ, LLC",33.00113,-117.036989,1400000US06073017053,06073017053,CA,San Diego County
"APERTURE THERAPEUTICS, INC.",37.483194,-122.239312,1400000US06081610000,06081610000,CA,San Mateo County
"RESHAPE LIFESCIENCES, INC.",45.023006,-93.206468,1400000US27123041302,27123041302,MN,Ramsey County
RNACONNECT INC,41.296361,-72.771947,1400000US09170184700,09170184700,CT,South Central Connecticut Planning Region
NEUROINDX INC.,33.80813,-118.171443,1400000US06037573402,06037573402,CA,Los Angeles County
"GYNION, LLC",41.266451,-73.175177,1400000US09120090600,09120090600,CT,Greater Bridgeport Planning Region
UNIV OF CALIF/DIV/AGRICULTURE/NAT/RESOUR,37.802293,-122.271459,1400000US06001403000,06001403000,CA,Alameda County
"WELLSIM BIOMEDICAL TECHNOLOGIES, INC.",38.021039,-122.259319,1400000US06013356001,06013356001,CA,Contra Costa County
"VASARYA THERAPEUTICS, INC.",39.121241,-75.533847,1400000US10001041701,10001041701,DE,Kent County
"ELIMU INFORMATICS, INC.",32.84967,-117.237831,1400000US06073008313,06073008313,CA,San Diego County
QUSPIN,39.899621,-105.118999,1400000US08059060501,08059060501,CO,Jefferson County
CELLULAR VEHICLES INC.,37.563942,-122.32513,1400000US06081606300,06081606300,CA,San Mateo County
"MARK THERAPEUTICS, INC.",42.239949,-70.885213,1400000US25023501101,25023501101,MA,Plymouth County
"ZETROZ SYSTEMS, LLC",41.260119,-73.17507,1400000US09120090600,09120090600,CT,Greater Bridgeport Planning Region
PHOTOTHERMAL SPECTROSCOPY CORP.,34.414208,-119.695304,1400000US06083001001,06083001001,CA,Santa Barbara County
"HILLHURST BIOPHARMACEUTICALS, INC.",34.204792,-118.222504,1400000US06037300800,06037300800,CA,Los Angeles County
ZYMO RESEARCH CORPORATION,33.684007,-117.833097,1400000US06059075516,06059075516,CA,Orange County
"ASPERO MEDICAL, INC.",39.990205,-105.235773,1400000US08013012511,08013012511,CO,Boulder County
"COGNIFISENSE, INC.",37.389469,-121.992194,1400000US06085508708,06085508708,CA,Santa Clara County
"URSA ANALYTICS, INC.",39.766959,-105.038456,1400000US08031000303,08031000303,CO,Denver County
"BIOPEPTIDES, INC.",40.938424,-73.096232,1400000US36103159700,36103159700,NY,Suffolk County
ALLYX THERAPEUTICS INC.,41.45083,-72.73522,1400000US09130585100,09130585100,CT,Lower Connecticut River Valley Planning Region
OLIPHA INC,39.748536,-75.54767,1400000US10003002800,10003002800,DE,New Castle County
BRANCHPOINT BIOSCIENCES INC.,34.144237,-118.151491,1400000US06037463700,06037463700,CA,Los Angeles County
ELEVEN THERAPEUTICS CORP,33.055722,-117.240664,1400000US06073017104,06073017104,CA,San Diego County
